Assists,Boosts,Damagedealt,Headshotkills,Heals,Kills,Longestkill,Matchduration,Matchkillrank,Revives,Ridedistance,Swimdistance,Teamkills,Walkdistance,Weaponsacquired,Winplaceperc,Ln Damage Dealt,Ln Match Kill Rank,Ln Win Place Perc
0,0,217.10,0,1,1,6.551,1386.00,36,1,0,0,0,319.8,3,0.2222,5.380358077,3.583518938,-1.504177402
0,1,100.00,0,0,1,2.171,1225.00,30,0,0,0,0,149.1,2,0.3425,4.605170186,3.401197382,-1.071483621
0,1,330.20,1,2,2,51.66,1776.00,11,0,5795,18.21,0,5933,5,0.9286,5.799698531,2.397895273,-0.074077203
0,0,145.70,1,1,1,29.86,1805.00,28,0,0,0,0,1577,6,0.4615,4.981549713,3.33220451,-0.773273225
0,0,200.00,0,1,2,13.62,1354.00,24,1,0,0,0,59.45,1,0.0769,5.298317367,3.17805383,-2.565249402
0,0,23.10,0,0,0,0,1971.00,65,0,0,0,0,160.9,5,0.2444,3.139832618,4.17438727,-1.408949052
0,0,174.70,0,0,2,41.38,1309.00,20,0,0,0,0,430.6,3,0.4898,5.163070217,2.995732274,-0.713758134
0,0,29.40,0,0,0,0,1301.00,89,0,0,0,0,83.6,2,0.1071,3.380994674,4.48863637,-2.233992302
0,1,22.44,0,1,0,0,1368.00,48,0,0,47.07,0,4261,4,0.8776,3.110845081,3.871201011,-0.13056437
0,1,375.40,0,4,2,13.91,1382.00,18,0,0,0,0,1381,4,0.5319,5.927992124,2.890371758,-0.631299777
0,5,284.90,0,5,1,56.43,2187.00,18,1,7884,0,0,2034,7,0.9545,5.652138242,2.890371758,-0.046567636
0,0,34.20,0,0,0,0,1811.00,85,0,0,0,0,253.1,3,0.0769,3.532225644,4.442651256,-2.565249402
0,1,228.80,1,3,3,19.71,1301.00,6,1,0,0,0,2766,5,0.7037,5.43284826,1.791759469,-0.35140315
1,2,638.80,2,2,8,224.4,1381.00,2,1,0,0,0,3120,6,0.963,6.459591416,0.693147181,-0.037701867
1,1,115.00,1,6,1,26.45,1359.00,23,3,182.7,0,1,2842,4,0.8667,4.744932128,3.135494216,-0.143062383
0,0,97.58,0,0,0,0,1830.00,86,0,0,0,0,72.83,1,0.1053,4.580672554,4.454347296,-2.25094186
0,0,224.40,1,1,1,7.146,1826.00,36,0,0,0,0,376.4,6,0.1852,5.413430174,3.583518938,-1.686318957
0,1,195.10,1,0,2,45.02,1895.00,18,0,0,0,0,1053,2,0.4227,5.273512248,2.890371758,-0.861092571
0,2,379.40,1,1,3,69.52,1411.00,9,0,0,0,0,514.9,5,0.6105,5.938591058,2.197224577,-0.493476985
0,1,198.70,1,1,2,11.03,1372.00,16,0,796.6,0,0,1359,1,0.7333,5.29179615,2.772588722,-0.310200384
0,0,182.60,0,0,2,42.94,1830.00,22,0,0,0,0,298,3,0.3,5.207297968,3.091042453,-1.203972804
0,0,22.42,0,0,0,0,1816.00,74,0,73.2,0,0,59.45,1,0.2553,3.109953418,4.304065093,-1.365315955
4,1,235.60,0,1,0,0,1952.00,42,1,4041,0,0,2338,5,0.9286,5.462135452,3.737669618,-0.074077203
0,6,395.10,2,4,4,89.07,1918.00,4,0,1845,0,0,3216,10,0.9684,5.979138897,1.386294361,-0.032110054
0,0,42.30,0,0,0,0,1434.00,42,0,0,0,0,165.3,2,0.9149,3.744787086,3.737669618,-0.088940509
0,4,89.68,0,5,0,0,1841.00,49,0,0,0,0,4451,8,0.6429,4.496247779,3.891820298,-0.441766088
1,0,2.49,0,1,0,0,1881.00,60,0,1714,0,0,1119,6,0.4667,0.911479175,4.094344562,-0.762068626
0,7,455.40,3,13,4,110.2,1869.00,5,0,4167,0,0,2662,4,0.9121,6.121176154,1.609437912,-0.092005646
0,0,63.21,0,0,0,0,1378.00,70,0,0,0,0,192.8,5,0.3404,4.146462516,4.248495242,-1.077633882
2,3,508.60,0,2,4,62.7,1798.00,4,0,1324,0,0,4450,11,0.9286,6.231661853,1.386294361,-0.074077203
0,3,272.20,1,2,2,171.5,1802.00,11,1,2659,0,0,2765,5,0.6538,5.60653709,2.397895273,-0.424953785
0,0,151.70,0,0,1,6.081,1520.00,42,0,0,0,0,117.8,2,0.1667,5.021904886,3.737669618,-1.791559489
0,3,361.20,0,3,3,47.19,1875.00,12,0,1565,0,0,1759,6,0.5417,5.889431822,2.48490665,-0.613042936
1,4,223.40,2,2,2,94.2,1418.00,17,0,0,0,0,2901,5,1,5.408963887,2.833213344,0
0,4,203.40,0,2,1,5.157,1383.00,26,0,0,0.101,0,1978,10,0.8511,5.315174484,3.258096538,-0.161225648
0,3,295.30,1,8,3,138.3,1391.00,5,2,0,0,0,3023,5,0.75,5.687991789,1.609437912,-0.287682072
1,0,73.70,0,1,1,12.28,1435.00,39,0,0,0,0,203.6,3,0.1538,4.300002799,3.663561646,-1.872102222
0,2,239.80,1,1,1,79.56,1909.00,32,0,0,0,0,3007,7,0.8125,5.479805243,3.465735903,-0.207639365
0,0,116.80,0,0,0,0,1941.00,84,0,0,0,0,103.9,2,0.1277,4.76046307,4.430816799,-2.058071516
0,0,195.60,0,0,1,3.503,2046.00,41,0,0,0,0,95.57,2,0.1505,5.276071758,3.713572067,-1.893792195
0,5,374.30,1,4,4,43.62,1962.00,4,0,0,0,0,3326,2,0.8043,5.925057615,1.386294361,-0.217782945
0,2,363.80,1,3,3,149.4,1813.00,8,0,0,0,0,2182,6,0.9286,5.896604266,2.079441542,-0.074077203
1,1,360.00,0,1,3,6.863,1401.00,9,0,0,0,0,1223,5,0.8913,5.886104031,2.197224577,-0.115074208
0,0,100.00,0,0,1,31.38,1321.00,36,0,0,0,0,258.9,1,0.3125,4.605170186,3.583518938,-1.16315081
0,0,43.00,0,0,0,0,1382.00,85,0,0,0,0,46.92,1,0.037,3.761200116,4.442651256,-3.296837366
0,0,100.00,0,0,1,3.293,1442.00,37,0,0,0,0,159.8,2,0.3789,4.605170186,3.610917913,-0.970482961
0,2,122.90,0,6,1,103.3,1850.00,22,1,0,0,0,3412,6,0.84,4.811371017,3.091042453,-0.174353387
0,0,237.40,0,0,1,9.872,1333.00,37,0,0,0,0,295.2,5,0.3333,5.469746482,3.610917913,-1.098712294
0,0,300.00,0,0,2,7.642,1831.00,23,0,0,0,0,57.56,2,0.0435,5.703782475,3.135494216,-3.134994341
1,1,938.10,1,3,6,276.4,1890.00,2,2,3251,0,0,2354,4,0.7931,6.843856553,0.693147181,-0.231805962
0,0,26.92,0,6,0,0,1388.00,61,1,0,0,0,1498,11,0.5926,3.292869505,4.110873864,-0.523235644
0,0,107.70,0,0,0,0,1991.00,75,0,0,0,0,442,5,0.3061,4.679349584,4.317488114,-1.183843433
3,4,474.90,2,4,2,61.31,1805.00,14,1,1134,0,0,2591,6,0.9565,6.163104256,2.63905733,-0.04447449
0,0,18.00,0,0,0,0,1821.00,89,0,0,0,0,28.69,1,0.0222,2.890371758,4.48863637,-3.80766299
0,0,127.70,0,0,1,38.12,1225.00,33,1,0,0,0,833.4,7,0.6786,4.849683763,3.496507561,-0.387723427
1,3,84.61,0,3,0,0,1883.00,42,0,3085,0,0,3047,10,0.8519,4.438052463,3.737669618,-0.16028613
0,4,498.20,0,2,4,49.92,1404.00,7,1,203.9,47.04,0,3255,3,0.8889,6.211001603,1.945910149,-0.117770536
1,1,257.90,0,0,1,104.2,1867.00,34,0,1149,0,0,2504,7,0.5957,5.552571913,3.526360525,-0.518018094
0,2,80.56,0,3,0,0,1967.00,54,0,5596,0,0,1480,7,0.6538,4.389002248,3.988984047,-0.424953785
0,0,95.55,0,0,0,0,1790.00,85,0,0,0,0,165.8,3,0.1,4.559649671,4.442651256,-2.302585093
1,2,247.60,0,1,0,0,1839.00,45,0,6811,0,0,1491,4,0.8913,5.511814541,3.80666249,-0.115074208
1,0,148.90,1,6,1,13.66,1868.00,26,0,0,0,0,1999,3,0.3462,5.00327494,3.258096538,-1.060738636
0,0,35.88,0,4,0,0,1376.00,82,0,0,0,0,100.2,2,0.1935,3.580180037,4.406719247,-1.642477767
0,0,100.00,0,0,1,1.245,1958.00,39,0,0,0,0,339.1,3,0.037,4.605170186,3.663561646,-3.296837366
0,0,185.60,0,0,0,0,1347.00,85,0,0,0,0,134.4,3,0.0833,5.22359382,4.442651256,-2.48530673
0,3,161.00,1,0,1,18.56,1448.00,32,0,0,0,0,1455,3,0.6211,5.081404365,3.465735903,-0.476263179
0,6,100.00,1,13,1,83.1,1864.00,27,0,0,0,0,3704,9,0.8632,4.605170186,3.295836866,-0.147108865
1,1,209.70,0,0,0,0,1779.00,64,0,0,0,0,374.4,5,0.3929,5.345677938,4.158883083,-0.934200152
0,0,252.70,0,0,1,17.72,1530.00,36,0,0,0,0,147,2,0.1064,5.532203014,3.583518938,-2.240549702
0,2,268.90,0,2,4,17.55,1958.00,6,1,0,0,0,3044,8,0.963,5.594339563,1.791759469,-0.037701867
0,0,127.00,0,1,1,1.924,1944.00,45,0,0,0,0,44.24,1,0.1562,4.844187086,3.80666249,-1.856618042
1,0,245.60,1,2,2,64.46,1302.00,21,0,0,0,0,546.8,2,0.4889,5.503704196,3.044522438,-0.715597309
0,0,123.10,0,0,2,11.09,1450.00,19,0,0,0,0,36.96,2,0.037,4.812997033,2.944438979,-3.296837366
1,1,243.90,1,5,1,62.68,1872.00,23,1,7859,0,0,1575,8,0.8571,5.496758305,3.135494216,-0.154200681
0,0,81.20,0,0,1,17.84,1443.00,35,0,0,0,0,242.3,2,0.7273,4.396915247,3.555348061,-0.318416232
0,0,311.00,0,0,1,6.728,2035.00,38,0,0,0,0,758.8,2,0.1154,5.739792912,3.63758616,-2.159350925
1,8,721.30,2,13,8,72.95,1760.00,1,1,1959,0,1,3191,8,0.9615,6.58105514,0,-0.039260714
1,3,398.60,2,10,4,168.1,1763.00,4,0,4936,0,0,2402,6,0.9259,5.987958408,1.386294361,-0.076989042
0,0,117.80,0,1,1,3.503,1450.00,31,0,0,0,0,568.8,5,0.28,4.768988271,3.433987204,-1.272965676
0,1,650.20,2,0,7,345.1,1897.00,2,0,1313,0,0,3303,9,0.8936,6.477280008,0.693147181,-0.112497031
0,2,268.80,2,4,3,136.5,1372.00,11,1,0,0,0,1266,2,0.625,5.593967609,2.397895273,-0.470003629
0,0,41.57,0,0,0,0,1342.00,63,0,0,0,0,583.1,4,0.4444,3.727378753,4.143134726,-0.811030221
0,0,49.44,0,1,0,0,1331.00,75,0,0,0,0,265.6,2,0.2143,3.900759813,4.317488114,-1.540378377
2,1,419.60,2,1,3,10.42,1737.00,11,0,2390,0,0,2193,2,0.7778,6.039301877,2.397895273,-0.251285857
0,3,159.50,0,6,1,27.5,1260.00,24,0,0,0,1,2012,2,0.8148,5.072043922,3.17805383,-0.204812595
1,1,334.60,0,0,0,0,1812.00,52,0,0,0,0,2852,9,0.7037,5.812935789,3.951243719,-0.35140315
0,1,100.00,0,0,1,4.253,1382.00,44,0,0,0,0,42.16,3,0.2333,4.605170186,3.784189634,-1.4554301
1,1,199.80,0,0,1,24.22,1862.00,36,1,0,0,0,532.7,5,0.3103,5.297316866,3.583518938,-1.170215708
1,5,394.60,1,9,4,209.6,1873.00,7,0,4264,14.83,0,3594,8,0.9333,5.977872594,1.945910149,-0.069028586
0,0,100.00,1,0,1,10.34,1883.00,40,0,0,0,0,70.44,1,0.0745,4.605170186,3.688879454,-2.596956154
2,2,295.10,0,0,4,47,1918.00,5,0,3428,0,0,1598,4,0.7308,5.687314282,1.609437912,-0.313615454
0,0,72.70,0,1,1,1.55,1349.00,40,0,0,0,0,69.75,1,0.3542,4.286341385,3.688879454,-1.037893554
0,2,23.22,0,2,0,0,1950.00,51,0,0,0,0,2337,5,0.6064,3.145013976,3.931825633,-0.500215445
0,1,270.70,1,1,2,22.39,1457.00,19,0,0,0,0,390.3,3,0.375,5.601011197,2.944438979,-0.980829253
0,2,216.40,2,1,3,18.45,1399.00,10,2,0,0,0,1917,5,0.7917,5.377128547,2.302585093,-0.233572747
0,2,30.16,0,3,0,0,1291.00,44,0,0,0,0,1981,6,0.913,3.406516543,3.784189634,-0.091019398
1,0,23.75,0,0,0,0,1773.00,75,1,0,0,0,269.5,3,0.2308,3.16758253,4.317488114,-1.466203744
0,1,70.95,0,5,0,0,1866.00,63,1,1251,0,0,808.1,5,0.3704,4.261975404,4.143134726,-0.993171776
0,3,24.68,0,0,0,0,1881.00,39,1,2188,0,0,2334,9,0.8214,3.205993199,3.663561646,-0.196745077
0,1,279.00,0,0,2,34.6,1782.00,16,2,663.6,0,0,1502,6,0.4138,5.631211782,2.772588722,-0.882372514
1,1,66.93,0,3,1,18.25,1347.00,39,4,0,0,0,642.8,4,0.4286,4.203647297,3.663561646,-0.847231196
0,2,441.20,0,1,4,126.1,1901.00,8,0,0,0,0,2247,7,0.7423,6.089498287,2.079441542,-0.298001805
0,4,141.70,0,2,0,0,1819.00,48,0,0,0,0,5005,9,0.8776,4.953712147,3.871201011,-0.13056437
0,1,430.50,3,2,5,87.14,1256.00,2,2,0,0,0,3190,2,0.8571,6.064947324,0.693147181,-0.154200681
0,6,246.50,0,10,0,0,1878.00,39,0,433.9,0,0,3687,6,0.7674,5.507361993,3.663561646,-0.264747101
0,0,159.80,0,1,1,11.84,1399.00,38,0,0,0,0,337.8,3,0.3441,5.073923033,3.63758616,-1.066822966
0,0,18.72,0,0,0,0,1845.00,72,0,0,0,0,82.09,2,0.2653,2.929592471,4.276666119,-1.326894018
1,0,90.41,0,0,0,0,1282.00,72,0,0,0,0,396.4,3,0.2963,4.504354881,4.276666119,-1.216382824
0,0,54.45,0,0,0,0,1278.00,53,0,373.1,0,0,253.7,3,0.9643,3.997282849,3.970291914,-0.036352829
0,0,213.50,0,0,1,55.45,1456.00,22,0,349.1,0,0,1980,6,0.8696,5.363636833,3.091042453,-0.139721943
1,0,53.95,0,0,0,0,1384.00,45,0,0,0,0,1862,3,0.7174,3.988057692,3.80666249,-0.332121714
1,1,51.47,0,0,0,0,1424.00,50,1,0,0,0,1986,3,0.617,3.940999114,3.912023005,-0.482886255
1,1,49.14,0,2,0,0,1349.00,70,0,0,0,0,286.8,3,0.3571,3.894673367,4.248495242,-1.029739424
1,0,147.30,0,1,1,40.36,1317.00,40,1,0,0,0,272.7,2,0.2708,4.992471323,3.688879454,-1.306374738
0,0,227.20,2,1,2,180.1,1367.00,18,0,0,0,0,444.7,2,0.4091,5.425830687,2.890371758,-0.893795654
0,3,100.00,1,1,1,22.2,1817.00,37,0,0,0,2,890.2,3,0.1923,4.605170186,3.610917913,-1.648698626
0,3,100.00,0,3,1,7.331,1966.00,27,1,0,0,0,2782,6,0.6809,4.605170186,3.295836866,-0.384339826
0,1,54.36,0,0,0,0,1387.00,44,0,0,0,0,807.6,4,0.5316,3.995628589,3.784189634,-0.631863952
1,4,200.20,1,10,1,28.45,1882.00,27,0,3866,0,0,2462,6,0.7308,5.299316867,3.295836866,-0.313615454
0,2,84.16,0,2,0,0,1850.00,60,1,0,0,0,3715,4,0.5926,4.432719749,4.094344562,-0.523235644
0,0,100.00,0,0,0,0,1316.00,55,0,0,0,0,1500,3,0.6,4.605170186,4.007333185,-0.510825624
1,4,376.30,0,5,4,26.77,1877.00,4,0,1656,0,0,1012,6,0.5682,5.930386698,1.386294361,-0.56528181
1,1,455.50,0,0,3,208.5,1259.00,7,0,0,0,0,2433,3,0.8214,6.121395717,1.945910149,-0.196745077
0,1,56.40,0,1,1,9.751,1938.00,26,0,0,0,0,503.3,4,0.5357,4.032469159,3.258096538,-0.624180976
0,0,30.03,0,0,0,0,1355.00,78,0,0,0,0,67.4,3,0.04,3.402196882,4.356708827,-3.218875825
0,0,74.04,0,0,1,55.73,1352.00,31,0,0,0,0,2483,5,0.7143,4.304605488,3.433987204,-0.336452237
0,0,22.55,0,0,0,0,1878.00,48,1,0,0,0,2019,5,0.5417,3.115735066,3.871201011,-0.613042936
1,2,68.85,0,7,1,152,1381.00,21,0,0,0,0,3895,3,0.9286,4.231930225,3.044522438,-0.074077203
0,1,227.40,0,1,0,0,1771.00,74,0,0,0,0,363.7,3,0.1071,5.426710581,4.304065093,-2.233992302
1,7,860.50,2,9,8,64.71,1400.00,1,1,0,0,0,2379,6,1,6.757513616,0,0
0,3,152.80,0,1,1,30.26,1204.00,21,0,499.5,0,0,1568,4,0.9259,5.029129877,3.044522438,-0.076989042
1,2,79.28,0,3,1,23.01,1386.00,31,2,0,0,0,1650,8,0.7037,4.37298589,3.433987204,-0.35140315
0,2,80.00,1,4,1,214.2,1887.00,26,0,3875,22.22,0,2395,4,0.8077,4.382026635,3.258096538,-0.213564577
0,5,98.30,0,0,1,30.76,1948.00,22,0,3723,0,0,1471,8,0.9286,4.588024027,3.091042453,-0.074077203
0,5,479.80,1,4,5,40.75,1966.00,4,0,0,0,0,3286,8,0.8913,6.17336935,1.386294361,-0.115074208
0,0,100.00,0,0,1,35.41,1983.00,33,0,0,0,0,247.2,3,0.4255,4.605170186,3.496507561,-0.854490331
0,0,123.60,0,0,1,5.54,1976.00,36,0,0,0,0,102.5,3,0.04,4.817050545,3.583518938,-3.218875825
0,2,19.35,0,0,0,0,1879.00,75,0,0,0,0,514.5,3,0.1667,2.962692419,4.317488114,-1.791559489
0,3,33.25,0,3,0,0,1319.00,57,0,0,0,0,1795,3,0.6071,3.504054767,4.043051268,-0.499061757
1,0,128.10,0,0,2,10.36,1269.00,24,1,0,0,0,76.1,1,0.2,4.852811209,3.17805383,-1.609437912
0,2,433.20,0,3,2,25.94,1813.00,12,0,0,0,0,4785,6,0.8519,6.071199515,2.48490665,-0.16028613
1,2,251.50,0,3,1,2.03,1811.00,23,0,3979,0,0,2184,8,0.9565,5.52744299,3.135494216,-0.04447449
0,0,53.00,0,0,1,24.33,1362.00,42,0,0,0,0,155.7,5,0.1429,3.970291914,3.737669618,-1.945610194
0,2,276.00,0,4,2,8.033,1306.00,13,1,0,0,0,2963,7,0.88,5.620400866,2.564949357,-0.127833372
0,0,59.02,0,0,0,0,1861.00,68,0,405.4,0,0,1856,4,0.3462,4.07787637,4.219507705,-1.060738636
0,2,53.22,0,5,0,0,861.00,39,0,4803,0,0,466.7,2,0.9583,3.974434266,3.663561646,-0.042594398
0,3,38.53,0,0,0,0,868.00,36,1,0,0,0,2076,1,0.4483,3.651437159,3.583518938,-0.802292628
1,0,147.10,0,3,0,0,849.00,61,2,1211,0,0,1317,2,0.551,4.991112628,4.110873864,-0.59602047
0,4,75.74,0,8,2,4.725,919.00,12,0,5892,0,0,1020,3,0.7917,4.327306422,2.48490665,-0.233572747
1,1,489.40,0,8,5,5.359,897.00,3,0,7108,0,0,119,1,0.9608,6.193180151,1.098612289,-0.039989008
0,0,43.02,0,0,0,0,1897.00,91,0,0,0,0,6.94,0,0.0217,3.761665124,4.510859507,-3.830443018
0,0,30.24,0,0,0,0,1837.00,87,0,0,0,0,35.43,0,0.0638,3.409165551,4.465908119,-2.752002089
0,0,45.00,0,0,0,0,1478.00,93,0,0,0,0,5.23,0,0.0316,3.80666249,4.532599493,-3.454598158
0,0,76.68,0,0,0,0,1352.00,90,0,0,0,0,24.86,0,0.0625,4.339640918,4.49980967,-2.772588722
0,0,25.00,0,0,0,0,1367.00,94,0,0,0,0,15.93,0,0.0408,3.218875825,4.543294782,-3.199073198
0,0,43.00,0,0,0,0,1368.00,82,0,0,0,0,40.94,1,0.0238,3.761200116,4.406719247,-3.738069698
0,0,34.30,0,0,0,0,1434.00,73,0,0,0,0,18.99,1,0.1529,3.535145354,4.290459441,-1.877971166
0,0,98.60,0,0,0,0,1437.00,86,0,0,0,0,3.71,1,0.0227,4.591071262,4.454347296,-3.785390354
0,0,87.20,0,0,0,0,1401.00,74,0,0,0,0,30.58,1,0.1705,4.468204331,4.304065093,-1.769019982
0,0,89.80,0,0,0,0,1882.00,80,0,0,0,0,34.58,1,0.1011,4.497584975,4.382026635,-2.291645153
0,0,24.00,0,0,0,0,1395.00,88,0,0,0,0,17.06,1,0.0225,3.17805383,4.477336814,-3.79423997
0,0,79.98,0,0,0,0,1821.00,73,0,0,0,0,172.4,1,0.2,4.381776603,4.290459441,-1.609437912
0,0,55.86,0,0,0,0,1962.00,67,0,0,0,0,148.2,1,0.3297,4.022848561,4.204692619,-1.109572129
0,0,28.50,0,0,0,0,1888.00,84,0,0,0,0,79.99,1,0.0978,3.349904087,4.430816799,-2.324830702
0,0,55.86,0,0,0,0,1293.00,64,0,0,0,0,203.9,1,0.3441,4.022848561,4.158883083,-1.066822966
0,0,133.10,0,0,0,0,1397.00,76,0,0,0,0,61.66,1,0.1828,4.891100725,4.33073334,-1.69936262
0,0,27.00,0,0,0,0,1441.00,84,0,0,0,0,5.98,1,0.1075,3.295836866,4.430816799,-2.230264431
0,0,47.01,0,0,0,0,1808.00,85,0,0,0,0,40.25,1,0.086,3.850360345,4.442651256,-2.453407983
0,0,67.08,0,0,0,0,1359.00,80,0,0,0,0,36.74,1,0.1398,4.205885937,4.382026635,-1.967542449
0,0,64.19,0,0,0,0,1373.00,70,0,0,0,0,308.3,1,0.3548,4.161847435,4.248495242,-1.036201029
0,0,82.69,0,0,0,0,1787.00,80,0,0,0,0,52.59,1,0.1596,4.415098676,4.382026635,-1.835084594
0,0,71.89,0,0,0,0,1357.00,81,0,0,0,0,42.52,1,0.1489,4.275137173,4.394449155,-1.904480339
0,0,44.60,0,0,0,0,1379.00,69,0,0,0,0,93.6,1,0.3191,3.797733859,4.234106505,-1.142250746
0,0,44.11,0,0,0,0,1869.00,90,0,0,0,0,32.35,1,0.0532,3.786686514,4.49980967,-2.933696883
0,0,31.25,0,0,0,0,1309.00,74,0,0,0,0,54.91,1,0.2526,3.442019376,4.304065093,-1.375948069
0,0,11.73,0,0,0,0,1957.00,84,0,0,0,0,63.97,1,0.1263,2.462149663,4.430816799,-2.06909525
0,0,42.57,0,0,0,0,1489.00,77,0,0,0,0,135.7,1,0.2211,3.75114978,4.343805422,-1.509140191
0,0,86.00,0,0,0,0,1380.00,87,0,0,0,0,16.35,1,0.0842,4.454347296,4.465908119,-2.474560358
0,0,72.38,0,0,0,0,1354.00,66,0,0,0,0,148.9,1,0.375,4.281930018,4.189654742,-0.980829253
0,0,23.22,0,0,0,0,1369.00,93,0,0,0,0,21.55,1,0.0625,3.145013976,4.532599493,-2.772588722
0,0,66.15,0,0,0,0,1954.00,96,0,0,0,0,20.92,1,0.0104,4.191924891,4.564348191,-4.565949473
0,0,36.77,0,0,0,0,1354.00,95,0,0,0,0,0,1,0.0208,3.604682295,4.553876892,-3.872802292
0,0,80.60,0,0,0,0,1375.00,73,0,0,0,0,34.6,1,0.3505,4.38949865,4.290459441,-1.048394573
0,0,85.26,0,0,0,0,1533.00,82,0,0,0,0,108.7,1,0.2165,4.445705411,4.406719247,-1.530164732
0,0,82.96,0,0,0,0,1436.00,88,0,0,0,0,26.97,1,0.1134,4.418358564,4.477336814,-2.176833888
0,0,66.00,0,0,0,0,1379.00,92,0,0,0,0,29.32,1,0.0722,4.189654742,4.521788577,-2.628315233
0,0,32.97,0,0,0,0,1433.00,78,0,0,0,0,168.4,1,0.1837,3.495598057,4.356708827,-1.694451287
0,0,88.20,0,0,0,0,1355.00,75,0,0,0,0,128.4,1,0.2449,4.479606963,4.317488114,-1.406905315
0,0,27.59,0,0,0,0,1927.00,87,0,0,0,0,69.05,1,0.1122,3.317453388,4.465908119,-2.187472286
0,0,49.00,0,0,0,0,1369.00,98,0,0,0,0,0,1,0.0102,3.891820298,4.584967479,-4.585367559
0,0,90.08,0,0,0,0,1432.00,77,0,0,0,0,69.83,1,0.2551,4.500698164,4.343805422,-1.366099654
0,0,54.18,0,0,0,0,1379.00,82,0,0,0,0,74.12,1,0.2143,3.992311837,4.406719247,-1.540378377
0,0,72.85,0,1,0,0,1298.00,84,0,0,0,0,30.04,1,0.0753,4.288402533,4.430816799,-2.586275144
0,0,98.41,0,0,0,0,1225.00,59,0,0,0,0,25.37,2,0.1918,4.589142425,4.077537444,-1.651302117
0,0,85.57,0,0,0,0,1991.00,72,0,0,0,0,140.2,2,0.1266,4.449334754,4.276666119,-2.066722769
0,0,17.16,0,0,0,0,1313.00,68,0,0,0,0,61.8,2,0.2414,2.842581094,4.219507705,-1.42129997
0,0,14.82,0,0,0,0,1377.00,63,0,0,0,0,202.8,2,0.3444,2.69597762,4.143134726,-1.065951506
0,0,83.21,0,0,0,0,1327.00,55,0,0,0,0,448.9,2,0.4667,4.421367533,4.007333185,-0.762068626
0,0,18.38,0,0,0,0,1495.00,67,0,0,0,0,82.19,2,0.3,2.911263117,4.204692619,-1.203972804
0,0,25.80,0,0,0,0,1382.00,68,0,0,0,0,41.52,2,0.2747,3.250374492,4.219507705,-1.292075686
0,0,23.04,0,0,0,0,1786.00,90,0,0,0,0,27.91,2,0.0107,3.137231836,4.49980967,-4.537511538
0,0,39.47,0,0,0,0,1374.00,73,0,0,0,0,53.36,2,0.2258,3.67554089,4.290459441,-1.488105627
0,0,24.50,0,0,0,0,1774.00,73,0,0,0,0,74.26,2,0.2447,3.198673118,4.290459441,-1.407722309
0,0,56.76,0,0,0,0,1479.00,93,0,0,0,0,16.97,2,0.0213,4.038831852,4.532599493,-3.849048206
0,0,65.28,0,0,0,0,1458.00,74,0,0,0,0,157.3,2,0.2872,4.178685711,4.304065093,-1.247576442
0,0,68.97,0,0,0,0,1875.00,90,0,0,0,0,39.72,2,0.0632,4.233671627,4.49980967,-2.761450978
0,0,15.10,0,0,0,0,1376.00,65,0,713.5,25.09,0,181.1,2,0.4842,2.714694744,4.17438727,-0.725257234
0,0,53.90,0,0,0,0,1353.00,74,0,0,0,0,72,2,0.2292,3.987130478,4.304065093,-1.473160294
0,0,85.80,0,0,0,0,1317.00,58,0,0,0,0,52.57,2,0.5464,4.452019006,4.060443011,-0.604403971
0,0,82.32,0,0,0,0,1460.00,74,0,0,0,0,52.36,2,0.3196,4.410614092,4.304065093,-1.140685065
0,0,98.90,0,0,0,0,1363.00,53,0,0,101,0,1138,2,0.8144,4.594109239,3.970291914,-0.205303633
0,0,94.85,0,0,0,0,1420.00,62,0,0,0,0,413.4,2,0.449,4.552296696,4.127134385,-0.800732391
0,0,60.38,0,0,0,0,1333.00,75,0,0,0,0,140.4,2,0.2653,4.100657924,4.317488114,-1.326894018
0,0,89.01,0,0,0,0,1970.00,38,0,0,0,0,150.1,3,0.0263,4.488748723,3.63758616,-3.63818634
0,0,58.80,0,0,0,0,1901.00,80,0,0,0,0,51.63,3,0.1124,4.074141855,4.382026635,-2.185691342
0,0,53.48,0,0,0,0,1963.00,67,0,0,0,0,133.7,3,0.3077,3.979307752,4.204692619,-1.178629997
0,0,87.29,0,0,0,0,2034.00,62,0,0,0,0,366.4,3,0.4516,4.469235909,4.127134385,-0.794958447
0,0,12.08,0,0,0,0,1874.00,52,0,3316,0,0,924.8,3,0.7872,2.491551193,3.951243719,-0.239272933
0,0,83.79,0,0,0,0,1464.00,61,0,0,0,0,261.1,3,0.4043,4.428313669,4.110873864,-0.905598102
0,0,26.46,0,0,0,0,1847.00,66,0,0,0,0,393.1,3,0.3617,3.275634159,4.189654742,-1.01694014
0,0,72.03,0,0,0,0,1467.00,73,0,0,0,0,397.1,3,0.266,4.277082699,4.290459441,-1.32425897
0,0,101.00,0,0,0,0,1387.00,63,0,0,0,0,214.7,3,0.3895,4.615120517,4.143134726,-0.942891414
0,0,38.50,0,0,0,0,1357.00,55,0,0,0,0,874,3,0.5789,3.650658241,4.007333185,-0.546625528
0,0,26.18,0,0,0,0,1925.00,88,0,0,0,0,56.67,3,0.0737,3.26499576,4.477336814,-2.60775248
0,0,76.97,0,0,0,0,2067.00,72,0,0,0,0,310.6,3,0.2737,4.343415736,4.276666119,-1.295722663
